Area Code,Cogs,DifferenceBetweenActualandTargetProfit,Date,Inventory Margin,Margin,Market_size,Market_Area,Marketing_Cost,Product_line,Product_type,Product,Profit,Sales,State,Target_cogs,Target_margin,Target_profit,Target_sales ,Total_expenses,Type,Calculated_Profit,Profit_Match,Net_Profit_Status
715,61,3,2013-11-07,613,86,small market,central,55,leaves,tea,earl grey,12,157,wisconsin,50,70,0,120,84,regular,12,True,net positive
509,53,23,2013-11-08,321,88,small market,west,16,leaves,tea,darjeeling,58,150,washington,30,70,50,100,39,regular,58,True,net positive
513,47,-19,2013-11-09,521,65,major market,central,42,beans,coffee,decaf irish cream,1,119,ohio,40,70,10,110,71,decaf,1,True,net positive
234,54,3,2013-11-10,424,73,major market,central,17,beans,coffee,amaretto,37,135,ohio,50,70,40,120,44,regular,37,True,net positive
361,67,40,2013-11-11,-1239,101,major market,south,22,beans,espresso,caffe latte,58,179,texas,50,70,30,120,54,regular,58,True,net positive
630,54,29,2013-11-12,601,79,major market,central,15,leaves,tea,darjeeling,62,142,illinois,40,70,50,110,26,regular,62,True,net positive
636,63,13,2013-11-13,1075,76,small market,central,19,beans,coffee,decaf irish cream,45,148,missouri,60,70,40,130,40,decaf,45,True,net positive
203,49,-9,2013-11-14,392,65,small market,east,16,beans,espresso,decaf espresso,28,121,connecticut,40,70,40,110,44,decaf,28,True,net positive
435,50,20,2013-11-15,898,73,small market,west,14,beans,espresso,decaf espresso,55,131,utah,40,70,50,110,26,decaf,55,True,net positive
603,52,5,2013-11-16,327,75,small market,east,16,beans,coffee,amaretto,45,135,new hampshire,40,70,50,110,38,regular,45,True,net positive
203,55,-13,2013-11-17,627,76,small market,east,49,beans,espresso,caffe mocha,7,140,connecticut,50,70,10,120,78,regular,7,True,net positive
603,49,-16,2013-11-18,335,69,small market,east,44,beans,espresso,caffe mocha,4,126,new hampshire,40,70,10,110,73,regular,4,True,net positive
541,41,-19,2013-11-19,482,57,small market,west,13,beans,coffee,colombian,7,104,oregon,40,70,20,110,56,regular,7,True,net positive
503,54,2,2013-11-20,424,73,small market,west,17,beans,espresso,caffe mocha,36,135,oregon,50,70,40,120,45,regular,36,True,net positive
405,65,13,2013-11-21,403,80,small market,south,24,leaves,herbal tea,chamomile,32,155,oklahoma,60,70,20,130,58,decaf,32,True,net positive
435,52,13,2013-11-22,327,75,small market,west,16,leaves,herbal tea,chamomile,44,135,utah,40,70,40,110,39,decaf,44,True,net positive
435,48,2,2013-11-23,462,74,small market,west,15,leaves,herbal tea,lemon,36,130,utah,40,70,40,110,46,decaf,36,True,net positive
425,49,18,2013-11-24,845,71,small market,west,13,leaves,herbal tea,lemon,54,128,washington,40,70,50,110,25,decaf,54,True,net positive
959,50,20,2013-11-25,898,73,small market,east,14,leaves,tea,darjeeling,55,131,connecticut,50,70,50,120,26,regular,55,True,net positive
937,21,-14,2013-11-26,480,32,major market,central,5,leaves,herbal tea,chamomile,16,53,ohio,0,30,30,30,16,decaf,16,True,net positive
513,27,-10,2013-11-27,859,39,major market,central,7,leaves,herbal tea,lemon,20,66,ohio,10,30,30,40,19,decaf,20,True,net positive
850,56,-4,2013-11-28,385,70,major market,east,21,leaves,herbal tea,lemon,16,126,florida,30,30,20,60,54,decaf,16,True,net positive
781,54,-7,2013-11-29,404,66,major market,east,20,leaves,herbal tea,lemon,13,120,massachusetts,30,30,20,60,53,decaf,13,True,net positive
413,21,-15,2013-11-30,480,32,major market,east,5,leaves,tea,green tea,15,53,massachusetts,20,30,30,50,17,regular,15,True,net positive
505,39,-6,2013-12-01,244,53,small market,south,12,beans,espresso,decaf espresso,14,92,new mexico,20,30,20,50,39,decaf,14,True,net positive
702,23,-13,2013-12-02,800,35,small market,west,6,beans,espresso,decaf espresso,17,58,nevada,10,30,30,40,18,decaf,17,True,net positive
563,21,-15,2013-12-03,846,31,small market,central,5,beans,coffee,amaretto,15,52,iowa,10,30,30,40,16,regular,15,True,net positive
603,25,-22,2013-12-04,209,31,small market,east,9,beans,espresso,regular espresso,-12,56,new hampshire,10,30,10,40,43,regular,-12,True,net negative
405,21,-15,2013-12-05,480,32,small market,south,5,beans,espresso,caffe mocha,15,53,oklahoma,0,30,30,30,17,regular,15,True,net positive
702,0,2,2013-12-06,430,43,small market,west,0,beans,espresso,caffe latte,32,43,nevada,0,30,30,30,11,regular,32,True,net positive
603,34,-23,2013-12-07,240,43,small market,east,12,leaves,herbal tea,lemon,-3,77,new hampshire,10,30,20,40,46,decaf,-3,True,net negative
505,21,-16,2013-12-08,846,31,small market,south,5,leaves,herbal tea,chamomile,14,52,new mexico,10,30,30,40,17,decaf,14,True,net positive
971,25,-13,2013-12-09,820,36,small market,west,7,leaves,herbal tea,chamomile,17,61,oregon,10,30,30,40,19,decaf,17,True,net positive
314,34,-13,2013-12-10,240,43,small market,central,12,leaves,tea,green tea,-3,77,missouri,10,30,10,40,46,regular,-3,True,net negative
603,21,-16,2013-12-11,846,31,small market,east,5,leaves,tea,darjeeling,14,52,new hampshire,20,30,30,50,17,regular,14,True,net positive
435,39,-6,2013-12-12,244,53,small market,west,12,leaves,tea,earl grey,14,92,utah,10,30,20,40,39,regular,14,True,net positive
360,46,1,2013-12-13,449,67,small market,west,14,leaves,tea,earl grey,31,113,washington,20,30,30,50,36,regular,31,True,net positive
775,22,-3,2013-12-14,802,34,small market,west,6,beans,espresso,decaf espresso,17,56,nevada,20,30,20,50,17,decaf,17,True,net positive
505,34,6,2013-12-15,-522,42,small market,south,12,beans,espresso,caffe latte,-4,76,new mexico,20,30,-10,50,46,regular,-4,True,net negative
253,22,-9,2013-12-16,570,30,small market,west,7,beans,espresso,caffe latte,11,52,washington,20,30,20,50,19,regular,11,True,net positive
603,33,-4,2013-12-17,243,41,small market,east,12,leaves,herbal tea,lemon,-4,74,new hampshire,20,30,0,50,45,decaf,-4,True,net negative
505,29,-5,2013-12-18,1003,35,small market,south,8,leaves,herbal tea,lemon,5,64,new mexico,20,30,10,50,30,decaf,5,True,net positive
503,25,-1,2013-12-19,823,38,small market,west,7,leaves,herbal tea,chamomile,19,63,oregon,20,30,20,50,19,decaf,19,True,net positive
603,15,-12,2013-12-20,848,24,small market,east,4,leaves,tea,darjeeling,8,39,new hampshire,10,30,20,40,16,regular,8,True,net positive
541,32,-2,2013-12-21,482,48,small market,west,8,leaves,tea,darjeeling,28,80,oregon,20,30,30,50,20,regular,28,True,net positive
435,35,-1,2013-12-22,248,47,small market,west,11,leaves,tea,earl grey,9,82,utah,20,30,10,50,38,regular,9,True,net positive
801,34,-3,2013-12-23,211,42,small market,west,12,leaves,tea,green tea,-3,76,utah,20,30,0,50,45,regular,-3,True,net negative
772,24,-8,2013-12-24,567,32,major market,east,7,leaves,herbal tea,chamomile,12,56,florida,10,30,20,40,20,decaf,12,True,net positive
505,38,12,2013-12-25,256,51,small market,south,12,beans,espresso,decaf espresso,12,89,new mexico,30,30,0,60,39,decaf,12,True,net positive
702,23,-3,2013-12-26,807,35,small market,west,6,beans,espresso,decaf espresso,17,58,nevada,20,30,20,50,18,decaf,17,True,net positive
641,16,-10,2013-12-27,851,25,small market,central,4,beans,coffee,amaretto,10,41,iowa,10,30,20,40,15,regular,10,True,net positive
563,31,-2,2013-12-28,1009,38,small market,central,9,beans,coffee,colombian,8,69,iowa,30,30,10,60,30,regular,8,True,net positive
603,20,-16,2013-12-29,218,25,small market,east,7,beans,espresso,regular espresso,-16,45,new hampshire,10,30,0,40,41,regular,-16,True,net negative
580,29,4,2013-12-30,490,44,small market,south,8,beans,espresso,caffe mocha,24,73,oklahoma,20,30,20,50,20,regular,24,True,net positive
253,24,-7,2013-12-31,567,32,small market,west,7,beans,espresso,caffe latte,13,56,washington,20,30,20,50,19,regular,13,True,net positive
541,24,-1,2014-01-01,829,36,small market,west,6,leaves,herbal tea,chamomile,19,60,oregon,20,30,20,50,17,decaf,19,True,net positive
603,16,-10,2014-01-02,851,25,small market,east,4,leaves,tea,darjeeling,10,41,new hampshire,10,30,20,40,15,regular,10,True,net positive
971,29,-5,2014-01-03,490,44,small market,west,8,leaves,tea,darjeeling,25,73,oregon,20,30,30,50,19,regular,25,True,net positive
937,21,-6,2014-01-04,480,32,major market,central,5,leaves,herbal tea,chamomile,19,56,ohio,0,30,30,30,16,decaf,19,True,net positive
937,27,0,2014-01-05,859,39,major market,central,7,leaves,herbal tea,lemon,24,70,ohio,10,30,30,40,19,decaf,24,True,net positive
786,56,4,2014-01-06,385,70,major market,east,21,leaves,herbal tea,lemon,24,134,florida,30,30,20,60,54,decaf,24,True,net positive
339,54,-1,2014-01-07,404,66,major market,east,20,leaves,herbal tea,lemon,21,128,massachusetts,30,30,20,60,53,decaf,21,True,net positive
781,21,-8,2014-01-08,480,32,major market,east,5,leaves,tea,green tea,18,56,massachusetts,20,30,30,50,17,regular,18,True,net positive
505,39,1,2014-01-09,244,53,small market,south,12,beans,espresso,decaf espresso,20,98,new mexico,20,30,20,50,39,decaf,20,True,net positive
775,23,-5,2014-01-10,800,35,small market,west,6,beans,espresso,decaf espresso,21,62,nevada,10,30,30,40,18,decaf,21,True,net positive
515,21,-8,2014-01-11,846,31,small market,central,5,beans,coffee,amaretto,18,55,iowa,10,30,30,40,16,regular,18,True,net positive
603,25,-28,2014-01-12,209,31,small market,east,9,beans,espresso,regular espresso,-8,60,new hampshire,10,30,10,40,43,regular,-8,True,net negative
580,21,-8,2014-01-13,480,32,small market,south,5,beans,espresso,caffe mocha,18,56,oklahoma,0,30,30,30,17,regular,18,True,net positive
702,0,17,2014-01-14,430,43,small market,west,0,beans,espresso,caffe latte,35,46,nevada,0,30,30,30,11,regular,35,True,net positive
603,34,-24,2014-01-15,240,43,small market,east,12,leaves,herbal tea,lemon,2,82,new hampshire,10,30,20,40,46,decaf,2,True,net positive
505,21,-9,2014-01-16,846,31,small market,south,5,leaves,herbal tea,chamomile,17,55,new mexico,10,30,30,40,17,decaf,17,True,net positive
971,25,-5,2014-01-17,820,36,small market,west,7,leaves,herbal tea,chamomile,21,65,oregon,10,30,30,40,19,decaf,21,True,net positive
314,34,-14,2014-01-18,240,43,small market,central,12,leaves,tea,green tea,2,82,missouri,10,30,10,40,46,regular,2,True,net positive
603,21,-9,2014-01-19,846,31,small market,east,5,leaves,tea,darjeeling,17,55,new hampshire,20,30,30,50,17,regular,17,True,net positive
435,39,1,2014-01-20,244,53,small market,west,12,leaves,tea,earl grey,20,98,utah,10,30,20,40,39,regular,20,True,net positive
509,46,16,2014-01-21,449,67,small market,west,14,leaves,tea,earl grey,38,120,washington,20,30,30,50,36,regular,38,True,net positive
775,22,5,2014-01-22,802,34,small market,west,6,beans,espresso,decaf espresso,21,60,nevada,20,30,20,50,17,decaf,21,True,net positive
505,34,4,2014-01-23,-522,42,small market,south,12,beans,espresso,caffe latte,1,81,new mexico,20,30,-10,50,46,regular,1,True,net positive
425,22,-4,2014-01-24,570,30,small market,west,7,beans,espresso,caffe latte,14,55,washington,20,30,20,50,19,regular,14,True,net positive
603,33,-6,2014-01-25,243,41,small market,east,12,leaves,herbal tea,lemon,1,79,new hampshire,20,30,0,50,45,decaf,1,True,net positive
505,29,-3,2014-01-26,1003,35,small market,south,8,leaves,herbal tea,lemon,9,68,new mexico,20,30,10,50,30,decaf,9,True,net positive
541,25,8,2014-01-27,823,38,small market,west,7,leaves,herbal tea,chamomile,23,67,oregon,20,30,20,50,19,decaf,23,True,net positive
603,15,-8,2014-01-28,848,24,small market,east,4,leaves,tea,darjeeling,11,42,new hampshire,10,30,20,40,16,regular,11,True,net positive
503,32,12,2014-01-29,482,48,small market,west,8,leaves,tea,darjeeling,33,85,oregon,20,30,30,50,20,regular,33,True,net positive
435,35,3,2014-01-30,248,47,small market,west,11,leaves,tea,earl grey,14,87,utah,20,30,10,50,38,regular,14,True,net positive
435,34,-4,2014-01-31,211,42,small market,west,12,leaves,tea,green tea,2,81,utah,20,30,0,50,45,regular,2,True,net positive
904,24,-2,2014-02-01,567,32,major market,east,7,leaves,herbal tea,chamomile,16,60,florida,10,30,20,40,20,decaf,16,True,net positive
505,38,18,2014-02-02,256,51,small market,south,12,beans,espresso,decaf espresso,18,95,new mexico,30,30,0,60,39,decaf,18,True,net positive
775,23,5,2014-02-03,807,35,small market,west,6,beans,espresso,decaf espresso,21,62,nevada,20,30,20,50,18,decaf,21,True,net positive
563,16,-5,2014-02-04,851,25,small market,central,4,beans,coffee,amaretto,13,44,iowa,10,30,20,40,15,regular,13,True,net positive
641,31,2,2014-02-05,1009,38,small market,central,9,beans,coffee,colombian,13,74,iowa,30,30,10,60,30,regular,13,True,net positive
603,20,-24,2014-02-06,218,25,small market,east,7,beans,espresso,regular espresso,-13,48,new hampshire,10,30,0,40,41,regular,-13,True,net negative
580,29,16,2014-02-07,490,44,small market,south,8,beans,espresso,caffe mocha,29,78,oklahoma,20,30,20,50,20,regular,29,True,net positive
206,24,-1,2014-02-08,567,32,small market,west,7,beans,espresso,caffe latte,17,60,washington,20,30,20,50,19,regular,17,True,net positive
503,24,8,2014-02-09,829,36,small market,west,6,leaves,herbal tea,chamomile,23,64,oregon,20,30,20,50,17,decaf,23,True,net positive
603,16,-5,2014-02-10,851,25,small market,east,4,leaves,tea,darjeeling,13,44,new hampshire,10,30,20,40,15,regular,13,True,net positive
541,29,7,2014-02-11,490,44,small market,west,8,leaves,tea,darjeeling,30,78,oregon,20,30,30,50,19,regular,30,True,net positive
915,76,-2,2014-02-12,580,111,major market,south,21,beans,espresso,decaf espresso,78,187,texas,40,80,80,120,33,decaf,78,True,net positive
713,52,-44,2014-02-13,405,71,major market,south,17,leaves,herbal tea,chamomile,26,123,texas,30,80,70,110,45,decaf,26,True,net positive
217,76,-2,2014-02-14,580,111,major market,central,21,leaves,tea,darjeeling,78,187,illinois,50,80,80,130,33,regular,78,True,net positive
847,72,5,2014-02-15,650,110,major market,central,23,leaves,tea,earl grey,55,182,illinois,50,80,50,130,55,regular,55,True,net positive
660,65,-35,2014-02-16,1053,77,small market,central,20,beans,coffee,decaf irish cream,35,142,missouri,50,80,70,130,42,decaf,35,True,net positive
660,32,-52,2014-02-17,833,47,small market,central,8,beans,espresso,decaf espresso,28,79,missouri,30,80,80,110,19,decaf,28,True,net positive
405,82,5,2014-02-18,788,123,small market,south,27,beans,espresso,decaf espresso,65,205,oklahoma,50,80,60,130,58,decaf,65,True,net positive
715,56,-35,2014-02-19,385,70,small market,central,21,beans,coffee,amaretto,15,126,wisconsin,40,80,50,120,55,regular,15,True,net positive
405,91,6,2014-02-20,-1785,127,small market,south,28,beans,espresso,caffe latte,76,218,oklahoma,50,80,70,130,51,regular,76,True,net positive
414,60,-23,2014-02-21,329,99,small market,central,18,leaves,herbal tea,chamomile,57,159,wisconsin,40,80,80,120,42,decaf,57,True,net positive
419,55,-24,2014-02-22,410,69,major market,central,20,beans,espresso,decaf espresso,16,124,ohio,70,80,40,150,53,decaf,16,True,net positive
330,59,-17,2014-02-23,411,79,major market,central,19,beans,coffee,amaretto,33,138,ohio,50,80,50,130,46,regular,33,True,net positive
650,75,19,2014-02-24,659,114,major market,west,24,leaves,tea,green tea,59,189,california,50,80,40,130,55,regular,59,True,net positive
314,69,-2,2014-02-25,1060,81,small market,central,21,beans,coffee,decaf irish cream,38,150,missouri,60,80,40,140,43,decaf,38,True,net positive
503,46,-18,2014-02-26,424,68,small market,west,14,beans,coffee,decaf irish cream,32,114,oregon,50,80,50,130,36,decaf,32,True,net positive
206,75,5,2014-02-27,1063,89,small market,west,23,beans,espresso,decaf espresso,45,164,washington,70,80,40,150,44,decaf,45,True,net positive
203,61,-8,2014-02-28,613,86,small market,east,55,beans,espresso,caffe mocha,2,147,connecticut,60,80,10,140,84,regular,2,True,net positive
225,47,-16,2014-03-01,834,68,small market,south,13,beans,coffee,colombian,44,115,louisiana,50,80,60,130,24,regular,44,True,net positive
541,52,-14,2014-03-02,509,73,small market,west,47,beans,coffee,amaretto,-4,125,oregon,60,80,10,140,77,regular,-4,True,net negative
435,53,-23,2014-03-03,380,71,small market,west,17,beans,coffee,colombian,27,124,utah,60,80,50,140,44,regular,27,True,net positive
503,59,-17,2014-03-04,411,79,small market,west,19,beans,espresso,caffe mocha,33,138,oregon,50,80,50,130,46,regular,33,True,net positive
920,53,-2,2014-03-05,321,88,small market,central,16,leaves,herbal tea,chamomile,48,141,wisconsin,50,80,50,130,40,decaf,48,True,net positive
959,54,-9,2014-03-06,885,78,small market,east,15,leaves,tea,darjeeling,51,132,connecticut,50,80,60,130,27,regular,51,True,net positive
740,46,-34,2014-03-07,422,57,major market,central,17,beans,espresso,decaf espresso,6,103,ohio,50,80,40,130,51,decaf,6,True,net positive
630,67,7,2014-03-08,677,101,major market,central,22,leaves,tea,earl grey,47,168,illinois,50,80,40,130,54,regular,47,True,net positive
518,54,-8,2014-03-09,601,79,major market,east,15,leaves,tea,green tea,52,133,new york,50,80,60,130,27,regular,52,True,net positive
213,67,-3,2014-03-10,677,101,major market,west,22,leaves,tea,green tea,47,168,california,40,80,50,120,54,regular,47,True,net positive
503,41,-25,2014-03-11,435,60,small market,west,13,beans,coffee,decaf irish cream,25,101,oregon,40,80,50,120,35,decaf,25,True,net positive
715,65,-8,2014-03-12,403,80,small market,central,24,beans,coffee,amaretto,22,145,wisconsin,60,80,30,140,58,regular,22,True,net positive
503,47,-27,2014-03-13,521,65,small market,west,42,beans,coffee,amaretto,-7,112,oregon,50,80,20,130,72,regular,-7,True,net negative
801,49,-29,2014-03-14,392,65,small market,west,16,beans,coffee,colombian,21,114,utah,50,80,50,130,44,regular,21,True,net positive
509,65,-7,2014-03-15,403,80,small market,west,24,beans,espresso,caffe mocha,23,145,washington,60,80,30,140,57,regular,23,True,net positive
985,68,-4,2014-03-16,619,85,small market,south,25,leaves,herbal tea,lemon,26,153,louisiana,60,80,30,140,59,decaf,26,True,net positive
432,76,36,2014-03-17,580,111,major market,south,21,beans,espresso,decaf espresso,90,199,texas,40,80,80,120,33,decaf,90,True,net positive
325,52,-31,2014-03-18,405,71,major market,south,17,leaves,herbal tea,chamomile,34,131,texas,30,80,70,110,45,decaf,34,True,net positive
815,76,36,2014-03-19,580,111,major market,central,21,leaves,tea,darjeeling,90,199,illinois,50,80,80,130,33,regular,90,True,net positive
815,72,32,2014-03-20,650,110,major market,central,23,leaves,tea,earl grey,67,194,illinois,50,80,50,130,55,regular,67,True,net positive
636,65,-18,2014-03-21,1053,77,small market,central,20,beans,coffee,decaf irish cream,44,151,missouri,50,80,70,130,42,decaf,44,True,net positive
417,32,-38,2014-03-22,833,47,small market,central,8,beans,espresso,decaf espresso,33,84,missouri,30,80,80,110,19,decaf,33,True,net positive
405,82,36,2014-03-23,788,123,small market,south,27,beans,espresso,decaf espresso,78,218,oklahoma,50,80,60,130,58,decaf,78,True,net positive
414,56,-28,2014-03-24,385,70,small market,central,21,beans,coffee,amaretto,23,134,wisconsin,40,80,50,120,55,regular,23,True,net positive
405,91,43,2014-03-25,-1785,127,small market,south,28,beans,espresso,caffe latte,90,232,oklahoma,50,80,70,130,51,regular,90,True,net positive
715,60,5,2014-03-26,329,99,small market,central,18,leaves,herbal tea,chamomile,67,169,wisconsin,40,80,80,120,42,decaf,67,True,net positive
937,55,-16,2014-03-27,410,69,major market,central,20,beans,espresso,decaf espresso,24,132,ohio,70,80,40,150,53,decaf,24,True,net positive
234,59,-1,2014-03-28,411,79,major market,central,19,beans,coffee,amaretto,42,147,ohio,50,80,50,130,46,regular,42,True,net positive
209,75,48,2014-03-29,659,114,major market,west,24,leaves,tea,green tea,71,201,california,50,80,40,130,55,regular,71,True,net positive
417,69,16,2014-03-30,1060,81,small market,central,21,beans,coffee,decaf irish cream,48,160,missouri,60,80,40,140,43,decaf,48,True,net positive
503,46,-3,2014-03-31,424,68,small market,west,14,beans,coffee,decaf irish cream,39,121,oregon,50,80,50,130,36,decaf,39,True,net positive
425,75,27,2014-04-01,1063,89,small market,west,23,beans,espresso,decaf espresso,56,175,washington,70,80,40,150,44,decaf,56,True,net positive
475,61,-7,2014-04-02,613,86,small market,east,55,beans,espresso,caffe mocha,12,157,connecticut,60,80,10,140,84,regular,12,True,net positive
318,47,5,2014-04-03,834,68,small market,south,13,beans,coffee,colombian,52,123,louisiana,50,80,60,130,24,regular,52,True,net positive
971,52,-16,2014-04-04,509,73,small market,west,47,beans,coffee,amaretto,4,133,oregon,60,80,10,140,77,regular,4,True,net positive
435,53,-10,2014-04-05,380,71,small market,west,17,beans,coffee,colombian,35,132,utah,60,80,50,140,44,regular,35,True,net positive
541,59,-1,2014-04-06,411,79,small market,west,19,beans,espresso,caffe mocha,42,147,oregon,50,80,50,130,46,regular,42,True,net positive
262,53,21,2014-04-07,321,88,small market,central,16,leaves,herbal tea,chamomile,57,150,wisconsin,50,80,50,130,40,decaf,57,True,net positive
860,54,16,2014-04-08,885,78,small market,east,15,leaves,tea,darjeeling,60,141,connecticut,50,80,60,130,27,regular,60,True,net positive
419,46,-31,2014-04-09,422,57,major market,central,17,beans,espresso,decaf espresso,13,110,ohio,50,80,40,130,51,decaf,13,True,net positive
708,67,30,2014-04-10,677,101,major market,central,22,leaves,tea,earl grey,58,179,illinois,50,80,40,130,54,regular,58,True,net positive
585,54,17,2014-04-11,601,79,major market,east,15,leaves,tea,green tea,61,142,new york,50,80,60,130,27,regular,61,True,net positive
510,67,20,2014-04-12,677,101,major market,west,22,leaves,tea,green tea,58,179,california,40,80,50,120,54,regular,58,True,net positive
541,41,-13,2014-04-13,435,60,small market,west,13,beans,coffee,decaf irish cream,32,108,oregon,40,80,50,120,35,decaf,32,True,net positive
920,65,3,2014-04-14,403,80,small market,central,24,beans,coffee,amaretto,32,155,wisconsin,60,80,30,140,58,regular,32,True,net positive
541,47,-30,2014-04-15,521,65,small market,west,42,beans,coffee,amaretto,0,119,oregon,50,80,20,130,72,regular,0,True,net negative
435,49,-19,2014-04-16,392,65,small market,west,16,beans,coffee,colombian,28,121,utah,50,80,50,130,44,regular,28,True,net positive
509,65,4,2014-04-17,403,80,small market,west,24,beans,espresso,caffe mocha,33,155,washington,60,80,30,140,57,regular,33,True,net positive
318,68,9,2014-04-18,619,85,small market,south,25,leaves,herbal tea,lemon,36,163,louisiana,60,80,30,140,59,decaf,36,True,net positive
214,39,-54,2014-04-19,541,51,major market,south,12,beans,coffee,decaf irish cream,26,90,texas,40,90,80,130,25,decaf,26,True,net positive
936,239,-155,2014-04-20,1246,281,major market,south,74,beans,coffee,colombian,185,520,texas,350,420,340,770,96,regular,185,True,net positive
210,123,33,2014-04-21,915,179,major market,south,34,beans,espresso,caffe mocha,133,302,texas,70,120,100,190,46,regular,133,True,net positive
225,48,-35,2014-04-22,851,70,small market,south,13,beans,coffee,decaf irish cream,45,118,louisiana,70,90,80,160,25,decaf,45,True,net positive
225,48,-33,2014-04-23,829,71,small market,south,13,beans,coffee,colombian,47,119,louisiana,70,90,80,160,24,regular,47,True,net positive
505,45,-57,2014-04-24,447,69,small market,south,14,beans,coffee,colombian,23,114,new mexico,50,110,80,160,46,regular,23,True,net positive
918,90,-66,2014-04-25,572,115,small market,south,29,beans,coffee,colombian,74,205,oklahoma,130,160,140,290,41,regular,74,True,net positive
505,25,-22,2014-04-26,-466,31,small market,south,9,beans,espresso,caffe latte,-12,56,new mexico,10,20,10,30,43,regular,-12,True,net negative
225,103,-23,2014-04-27,564,133,small market,south,33,leaves,herbal tea,chamomile,87,236,louisiana,80,130,110,210,46,decaf,87,True,net positive
504,79,-26,2014-04-28,593,98,small market,south,30,leaves,herbal tea,lemon,34,177,louisiana,60,90,60,150,64,decaf,34,True,net positive
405,96,-23,2014-04-29,683,134,small market,south,87,leaves,herbal tea,lemon,17,230,oklahoma,80,120,40,200,117,decaf,17,True,net positive
956,225,-56,2014-04-30,1272,265,major market,south,69,beans,coffee,colombian,174,490,texas,260,320,230,580,91,regular,174,True,net positive
817,75,19,2014-05-01,-1050,114,major market,south,24,beans,espresso,caffe latte,59,189,texas,50,90,40,140,55,regular,59,True,net positive
409,118,27,2014-05-02,930,172,major market,south,33,beans,espresso,caffe mocha,127,290,texas,90,130,100,220,45,regular,127,True,net positive
918,78,22,2014-05-03,798,119,small market,south,25,beans,espresso,decaf espresso,62,197,oklahoma,60,90,40,150,57,decaf,62,True,net positive
918,88,-19,2014-05-04,561,112,small market,south,29,beans,coffee,colombian,71,200,oklahoma,100,130,90,230,41,regular,71,True,net positive
918,102,29,2014-05-05,-2003,143,small market,south,31,beans,espresso,caffe latte,89,245,oklahoma,80,100,60,180,54,regular,89,True,net positive
337,101,5,2014-05-06,552,130,small market,south,33,leaves,herbal tea,chamomile,85,231,louisiana,90,120,80,210,45,decaf,85,True,net positive
505,15,-1,2014-05-07,848,24,small market,south,4,leaves,herbal tea,chamomile,9,39,new mexico,10,20,10,30,15,decaf,9,True,net positive
337,82,-2,2014-05-08,601,102,small market,south,31,leaves,herbal tea,lemon,38,184,louisiana,70,100,40,170,64,decaf,38,True,net positive
580,94,-5,2014-05-09,694,130,small market,south,85,leaves,herbal tea,lemon,15,224,oklahoma,80,120,20,200,115,decaf,15,True,net positive
972,241,-52,2014-05-10,1321,284,major market,south,74,beans,coffee,colombian,188,525,texas,280,340,240,620,96,regular,188,True,net positive
972,123,23,2014-05-11,959,179,major market,south,34,beans,espresso,caffe mocha,133,302,texas,90,140,110,230,46,regular,133,True,net positive
505,92,-24,2014-05-12,1898,68,small market,south,28,beans,coffee,decaf irish cream,16,160,new mexico,100,90,40,190,52,decaf,16,True,net positive
405,88,12,2014-05-13,817,133,small market,south,29,beans,espresso,decaf espresso,72,221,oklahoma,60,110,60,170,61,decaf,72,True,net positive
318,49,-24,2014-05-14,845,71,small market,south,13,beans,coffee,colombian,46,120,louisiana,50,90,70,140,25,regular,46,True,net positive
505,48,-23,2014-05-15,462,74,small market,south,15,beans,coffee,colombian,27,122,new mexico,50,90,50,140,47,regular,27,True,net positive
405,81,-34,2014-05-16,551,104,small market,south,26,beans,coffee,colombian,66,185,oklahoma,90,130,100,220,38,regular,66,True,net positive
505,20,-5,2014-05-17,-598,25,small market,south,7,beans,espresso,caffe latte,-15,45,new mexico,10,20,-10,30,40,regular,-15,True,net negative
918,134,31,2014-05-18,-2248,186,small market,south,41,beans,espresso,caffe latte,121,320,oklahoma,100,140,90,240,65,regular,121,True,net positive
225,94,7,2014-05-19,540,120,small market,south,31,leaves,herbal tea,chamomile,77,214,louisiana,80,110,70,190,43,decaf,77,True,net positive
505,16,-1,2014-05-20,851,25,small market,south,4,leaves,herbal tea,chamomile,9,41,new mexico,10,20,10,30,16,decaf,9,True,net positive
580,105,-10,2014-05-21,716,145,small market,south,95,leaves,herbal tea,lemon,20,250,oklahoma,90,140,30,230,125,decaf,20,True,net positive
281,39,-41,2014-05-22,541,51,major market,south,12,beans,coffee,decaf irish cream,32,96,texas,40,90,80,130,25,decaf,32,True,net positive
432,239,-65,2014-05-23,1246,281,major market,south,74,beans,coffee,colombian,219,554,texas,350,420,340,770,96,regular,219,True,net positive
817,123,97,2014-05-24,915,179,major market,south,34,beans,espresso,caffe mocha,153,322,texas,70,120,100,190,46,regular,153,True,net positive
985,48,-13,2014-05-25,851,70,small market,south,13,beans,coffee,decaf irish cream,53,126,louisiana,70,90,80,160,25,decaf,53,True,net positive
337,48,-10,2014-05-26,829,71,small market,south,13,beans,coffee,colombian,55,127,louisiana,70,90,80,160,24,regular,55,True,net positive
505,45,-46,2014-05-27,447,69,small market,south,14,beans,coffee,colombian,30,121,new mexico,50,110,80,160,46,regular,30,True,net positive
918,90,-30,2014-05-28,572,115,small market,south,29,beans,coffee,colombian,87,218,oklahoma,130,160,140,290,41,regular,87,True,net positive
